#    FORMAT : FocalMechanism_Associated | csv format
#    Author : Tobias Diehl, Swiss Seismological Service, ETH Zurich
#    Version: 20260116 | 2026/01/16
# 01 YYYY   : Origin-Time of preferred location method - Year
# 02 MM     : Origin-Time of preferred location method - Month
# 03 DD     : Origin-Time of preferred location method - Day
# 04 HH     : Origin-Time of preferred location method - Hour
# 05 MI     : Origin-Time of preferred location method - Minute
# 06 SS     : Origin-Time of preferred location method - Second
# 07 Lat    : Preferred location method: latitude  (in deg)
# 08 Lon    : Preferred location method: longitude (in deg)
# 09 Dep    : Preferred location method: focal depth (below sea level, in km)
# 10 Mag    : Preferred location method: Magnitude as reported in bulletin
# 11 CAT-ID : ID of catalog used for preferred location:
#             -> BULLETIN   : Location is from SED (absolute) bulletin
#             -> ABSRELOC   : Location is from absolute-relocation catalog (the updated Diehl et. al. 2021 paper)
#             -> DDR-<ClID> : Location if from regional relative-relocation catalog. The ID of the regional catalog is indicated by <ClID> | NOTE: Relative errors of the regional catalogs should be ignored since biased by absolute shifts of clusters
#             -> DDC-<ClID> : Location if from local (cluster) relative-relocation catalog. The specific cluster is indicated by <ClID> | NOTE: Most reliable since most thorough QC. Absolute location can be shifted in respect to DDR solutions
# 12 ALQ    : Absolute location quality parameters: Location Quality A-D using a modified definition of Lee et al 2023 (GJI):
#             -> A : Gap < 160deg && Nobs >= 10 && RMS <= 0.5 s && MDIst <= 1.5*edep -> Well locatable in epicentre and depth, absolute errors are likely realistic for epi and depth
#             -> B : Gap < 160deg && Nobs >= 10 && RMS <= 0.5 s && MDIst >  1.5*edep -> Well locatable in epicentre          , absolute errors are likely realistic for epi
#             -> C : If neither A,B and D                                            -> fairly well-locatable in epicentre and fairly-well to poorly locatable in depth, absolute errors can be underestimated
#             -> D : Gap > 180deg || Nobs < 5   || RMS > 0.5 s                       -> Poorly locatable in epicentre and depth, absolute errors most likely underestimated/unreliable
# 13 AP     : Active plane e.g. from relative-relocations; 0: Unknown; 1: Plane-1; 2: Plane-2
# 14 S1     : Strike1 deg - Definition Aki & Richards
# 15 D1     : Dip1    deg - Definition Aki & Richards
# 16 R1     : Rake1   deg - Definition Aki & Richards
# 17 S2     : Strike2 deg - Definition Aki & Richards
# 18 D2     : Dip2    deg - Definition Aki & Richards
# 19 R2     : Rake2   deg - Definition Aki & Richards
# 20 Paz    : P-axis azimuth
# 21 Ppl    : P-axis plunge
# 22 Taz    : T-axis azimuth
# 23 Tpl    : T-axis plunge
# 24 FMQ    : Quality of focal mechanism (1-4) - 1: highest quality; not fully consistent over time and between Deichmann and Diehl. Only class 1-2 remain
# 25 FMT    : Type of focal mechanism as reported in original file (SS: Strike-Slip, NF: Normal-Fault, TF: Thrust/Reverse-Fault, ON: Oblique-Normal (transtensional), OT: Oblique-Thrust (transpresional, etc.))
# 26 ScR    : Scalar rake value indicating faulting regime following Mazzotti et al.: BSGF 2021 - -1: normal fault; 0: strike-slip; +1:thrust/reverse
# 27 ME     : Method either FM (from first-motion solution) or MT (from double-couple solution of moment tensor)
# 28 Mw     : Corresponding moment magnitude either from (in order of preferrance): MT, Mw_spec, Ml2Mw_scaling
# 29 M0     : Corresponding seismic moment in Nm - from MT or converted from preferred Mw
# 30 EvID_KP: Event-ID following traditional SED definition (KP-system)
# 31 EvID_DD: Event-ID to be used for hypoDD relative relocations
# 32 CH-X   : CH-coordinates in m of preferred location method - 999000: outside of defined range
# 33 CH-Y   : CH-coordinates in m of preferred location method - 999000: outside of defined range
# 34 FMCAT-OTDa: Indicates origin-time date information originally reported in Deichmann+Diehl FM-catalog. Especially for events in 90ies and 80ies magnitudes, depth and OT can deviate significantly
# 35 FMCAT-OTTi: Indicates origin-time time information originally reported in Deichmann+Diehl FM-catalog. Especially for events in 90ies and 80ies magnitudes, depth and OT can deviate significantly
# 36 FMCAT-LAT: Indicates location    information originally reported in Deichmann+Diehl FM-catalog. Especially for events in 90ies and 80ies magnitudes, depth and OT can deviate significantly
# 37 FMCAT-LON: Indicates location    information originally reported in Deichmann+Diehl FM-catalog. Especially for events in 90ies and 80ies magnitudes, depth and OT can deviate significantly
# 38 FMCAT-DEP: Indicates location    information originally reported in Deichmann+Diehl FM-catalog. Especially for events in 90ies and 80ies magnitudes, depth and OT can deviate significantly
# 39 FMCAT-MAG: Indicates magnitude   information originally reported in Deichmann+Diehl FM-catalog. Especially for events in 90ies and 80ies magnitudes, depth and OT can deviate significantly
# 40 MiDis  : Distance to closest statiion in km of preferred absolute location (additional information for reliability of hypocenter)
# 41 Depi     : Control - Difference in epicenter (km) between preferred method and original solution in Deichmann+Diehl FM catalog
# 42 Ddep     : Control - Difference in f. depthr (km) between preferred method and original solution in Deichmann+Diehl FM catalog
# 43 Dmag     : Control - Difference in magnitude      between preferred method and original solution in Deichmann+Diehl FM catalog
# 44 Region : Region/Name provided in original FM-catalog
# 45 FMCAT-REF: Lists links with references provided in an external file of N. Deichmann (maintained by T. DIehl)
#
#01  |02|03|04|05|06  |07       |08         |09       |10   |11    |12 |13|14|15 |16  |17 |18 |19  |20 |21 |22 |23 |24 |25 |26    |27|28   |29           |30               |31       |32     |33     |34        |35        |36       |37       |38       |39       |40   |41  |42  |43  |44    |45       |
#YYYY|MM|DD|HH|MI|SS.S|Lat      |Lon        |Dep      |Mag  |CAT-ID|ALQ|AP|S1|D1 |R1  |S2 |D2 |R2  |Paz|Ppl|Taz|Tpl|FMQ|FMT|ScR   |ME|Mw   |M0           |EvID_KP          |EvID_DD  |CH-X   |CH-Y   |FMCAT-OTDa|FMCAT-OTTi|FMCAT-Lat|FMCAT-Lon|FMCAT-Dep|FMCAT-MAG|MiDis|Depi|Ddep|Dmag|Region|FMCAT-Ref|
1983|09|04|21|51|03.7| 47.705000|   8.811000|    8.000| 2.90|BULLETIN|C|1|159| 74| 175|250| 85|  16| 24|  8|116| 15| 1|  SS| 0.056|FM| 2.78|   1.6596e+13|KP198309042151   |198300203| 703002| 284722|1983/09/04|21:51:00.0| 47.703|   8.807|    8.0| 2.8|  1.0|  0.4|  0.0| 0.1|Diessenhofen|8 28|
1984|01|11|14|11|57.6| 47.328266|   8.809402|    8.400| 3.20|ABSRELOC|A|0| 36| 76|   5|304| 85| 166|351|  6|259| 13| 1|  SS| 0.106|FM| 3.01|   3.6728e+13|KP198401111411   |198400010| 703613| 242838|1984/01/11|14:11:00.0| 47.335|   8.815|   11.0| 3.2| 12.1|  0.9| -2.6| 0.0|Wetzikon|5 7|
1984|04|10|16|50|53.4| 47.423037|   7.567345|   20.193| 2.60|DDR-NW0 |B|0|300| 62|-176|208| 87| -28|160| 22|257| 17| 1|  SS|-0.178|FM| 2.56|   7.7625e+12|KP198404101650   |198400108| 609713| 252478|1984/04/10|16:50:00.0| 47.432|   7.565|   22.0| 2.6|  5.8|  1.0| -1.8| 0.0|Breitenbach|5 7|
1984|04|12|00|50|40.7| 47.424411|   7.750852|   19.643| 2.50|DDR-NW0 |A|0|162| 42| -30|275| 71|-128|143| 49| 32| 17| 1|  SS|-0.456|FM| 2.49|   6.0954e+12|KP198404120050   |198400109| 623559| 252670|1984/04/12|00:50:00.0| 47.435|   7.748|   21.0| 2.5|  8.2|  1.2| -1.4| 0.0|Bubendorf|5 7|
1984|06|16|06|43|00.5| 47.740014|   7.789876|   10.472| 2.60|DDR-NW0 |D|0|295| 41|-118|150| 55| -68|113| 70|225|  8| 1|  NF|-0.722|FM| 2.56|   7.7464e+12|KP198406160641   |198400185| 626347| 287774|1984/06/16|06:43:00.0| 47.750|   7.800|    9.0| 2.7| 29.4|  1.3|  1.5|-0.1|Wies|14 18|
1984|09|05|05|16|49.4| 47.240288|   8.551855|   10.968| 4.00|DDR-NE0 |A|0|  8| 44| -26|117| 72|-131|345| 46|236| 17| 1|  SS|-0.417|FM| 3.70|   3.9811e+14|KP198409050516   |198400271| 684286| 232749|1984/09/05|05:16:00.0| 47.247|   8.562|   15.0| 4.0| 18.7|  1.1| -4.0| 0.0|Albis|5 7|
1984|09|14|22|30|29.6| 47.240838|   8.557918|   21.400| 2.90|DDR-NE0 |A|0|315| 67|-158|216| 70| -25|175| 31|266|  2| 1|  SS|-0.261|FM| 2.78|   1.6596e+13|KP198409142230   |198400278| 684744| 232817|1984/09/14|22:30:00.0| 47.243|   8.557|   24.0| 2.9| 18.4|  0.3| -2.6| 0.0|Albis|5 7|
1985|01|04|16|57|37.5| 46.013059|   7.250581|    9.974| 3.50|DDR-SW0 |D|1|329| 82| -40| 65| 50|-170|279| 33| 23| 21| 1|  ON|-0.444|FM| 3.25|   8.4140e+13|KP198501041657   |198500008| 585433|  95741|1985/01/04|16:57:00.0| 46.002|   7.269|   10.0| 3.2| 14.6|  1.9| -0.0| 0.3|Mauvoisin|23|
1985|01|07|09|52|31.6| 47.145900|   8.312487|   27.765| 2.10|DDR-NE0 |A|0|336| 46|-125|201| 54| -59|170| 65|270|  4| 1|  ON|-0.633|FM| 2.23|   2.4831e+12|KP198501070952   |198500015| 666281| 222027|1985/01/07|09:52:00.0| 47.162|   8.303|   27.0| 2.1| 32.4|  1.9|  0.8| 0.0|Hochdorf|5 7|
1985|02|28|21|33|01.1| 47.661933|   7.380971|   16.551| 3.40|DDR-NW0 |D|0|292| 49|-169|195| 82| -41|145| 34|250| 21| 1|  SS|-0.289|FM| 3.16|   6.1660e+13|KP198502282132   |198500059| 595670| 279034|1985/02/28|21:33:00.0| 47.650|   7.413|   10.0| 3.4| 20.2|  2.7|  6.6| 0.0|Sierentz|14 18|
1985|07|07|00|08|57.4| 47.002461|   7.772699|   39.492| 2.50|ABSRELOC|A|0|124| 80| 169|216| 79|  10|170|  1| 80| 15| 1|  SS| 0.117|FM| 2.49|   6.0954e+12|KP198507070008   |198500209| 625407| 205766|1985/07/07|00:08:00.0| 47.003|   7.753|   30.0| 2.7| 32.5|  1.5|  9.5|-0.2|Langnau i.E.|5 7|
1985|09|15|18|18|36.9| 47.935959|   7.722093|    3.702| 2.50|DDR-NW0 |D|0|180| 44| -33|295| 68|-129|160| 51| 52| 14| 1|  ON|-0.467|FM| 2.30|   3.1623e+12|KP198509151818   |198500279| 621184| 309543|1985/09/15|18:18:00.0| 47.954|   7.733|   14.0| 2.0| 53.0|  2.2|-10.3| 0.5|Munzingen|14 18|
1985|09|29|23|36|02.8| 46.928173|   8.313597|   -0.640| 2.50|ABSRELOC|B|0| 39| 26| 122|184| 68|  75|285| 22| 70| 64| 1|  OT| 0.739|FM| 2.49|   6.0954e+12|KP198509292335   |198500301| 666635| 197824|1985/09/29|23:36:00.0| 46.922|   8.308|    1.0| 2.5| 24.0|  0.8| -1.6| 0.0|Kerns|28|
1985|12|21|17|19|22.1| 46.873299|   8.318929|    1.890| 2.90|DDR-SW0 |B|0|320| 46| -63|104| 50|-115|307| 71|211|  2| 1|  NF|-0.711|FM| 2.78|   1.6596e+13|KP198512211719   |198500377| 667109| 191729|1985/12/21|17:19:00.0| 46.880|   8.311|    2.0| 2.9| 18.4|  1.0| -0.1| 0.0|Sachseln|28|
1986|01|19|06|54|36.2| 46.202602|   7.632856|    1.263| 2.90|DDR-SW0 |B|0|110| 40| -80|277| 51| -98|143| 82| 13|  5| 1|  NF|-0.900|FM| 2.78|   1.6596e+13|KP198601190654   |198600016| 614991| 116812|1986/01/19|06:54:00.0| 46.183|   7.640|    6.0| 3.0| 20.7|  2.2| -4.7|-0.1|Vissoie|23|
1986|01|20|03|48|20.8| 47.908658|   7.768304|   22.322| 1.90|ABSRELOC|D|0|200| 40| -48|330| 61|-119|193| 62| 81| 12| 1|  ON|-0.606|FM| 1.82|   6.0256e+11|KP198601200348   |198600018| 624650| 306520|1986/01/20|03:48:00.0| 47.945|   7.726|   12.0| 1.4| 43.6|  5.1| 10.3| 0.5|Bad Krotzingen|14 18|
1986|01|28|11|49|48.3| 46.437805|   7.868667|    7.836| 3.50|DDR-SW0 |B|0|162| 50| -33|275| 65|-135|136| 49| 35|  9| 2|  ON|-0.433|FM| 3.25|   8.4140e+13|KP198601281149   |198600025| 633049| 143031|1986/01/28|11:50:00.0| 46.433|   7.877|   12.0| 3.5| 31.5|  0.8| -4.2| 0.0|Loetschental|up|
1986|02|15|01|43|06.6| 46.086106|   7.632929|    0.340| 3.80|DDR-SW0 |C|0| 27| 70| 170|120| 80|  20|252|  7|345| 21| 1|  SS| 0.167|FM| 3.52|   2.1380e+14|KP198602150142   |198600035| 615028| 103862|1986/02/15|01:43:00.0| 46.051|   7.638|    5.0| 3.6| 18.4|  3.9| -4.7| 0.2|Zermatt|23|
1986|02|26|13|07|17.3| 46.057740|   7.335618|    4.819| 1.90|DDR-SW0 |C|0|249| 51|-133|125| 55| -50| 94| 58|188|  2| 1|  ON|-0.539|FM| 2.11|   1.6406e+12|KP198602261306   |198600044| 592026| 100696|1986/02/26|13:07:00.0| 46.034|   7.350|    7.0| 2.9|  5.4|  2.9| -2.2|-1.0|Dixence|23|
1986|02|27|12|07|06.7| 47.670592|   8.965842|   17.316| 4.10|DDR-NE0 |B|0|304| 38|-138|179| 65| -60|131| 58|247| 15| 1|  ON|-0.567|FM| 3.80|   5.6234e+14|KP198602271206   |198600046| 714696| 281111|1986/02/27|12:07:00.0| 47.680|   8.955|   17.0| 4.2| 30.5|  1.3|  0.3|-0.1|Steckborn|5 7|
1986|10|07|22|23|37.2| 47.852219|   7.951660|   18.526| 2.30|DDR-NW0 |D|0|297| 42|-114|148| 52| -70|116| 74|224|  5| 1|  NF|-0.756|FM| 2.36|   3.8905e+12|KP198610072223   |198600215| 638400| 300317|1986/10/07|22:23:00.0| 47.860|   7.954|   18.0| 2.1| 38.8|  0.9|  0.5| 0.2|Todtnau|14 18|
1986|10|08|03|12|07.7| 47.257973|   8.543488|   24.261| 2.00|DDR-NE0 |A|0|315| 66|-160|217| 72| -25|174| 30|267|  4| 1|  SS|-0.250|FM| 2.17|   2.0184e+12|KP198610080311   |198600216| 683625| 234706|1986/10/08|03:12:00.0| 47.267|   8.542|   28.0| 2.0| 26.5|  1.0| -3.7| 0.0|Albis|5 7|
1986|10|09|10|08|53.6| 46.338976|   7.459564|    6.973| 3.10|DDR-SW0 |A|0| 79| 61| 167|175| 79|  30|304| 12| 41| 28| 1|  SS| 0.239|FM| 2.93|   2.7861e+13|KP198610091008   |198600218| 601611| 131954|1986/10/09|10:08:00.0| 46.319|   7.472|    4.0| 3.6|  4.0|  2.4|  3.0|-0.5|Zeuzier|20|
1986|11|01|04|01|09.1| 47.568937|   7.776056|   14.587| 1.20|ABSRELOC|D|0|296| 81|-174|205| 84|  -9|160| 11|251|  2| 1|  SS|-0.083|FM| 1.70|   3.9811e+11|KP198611010401   |198600244| 625392| 268747|1986/11/01|04:01:00.0| 47.565|   7.770|   19.0| 1.2| 10.8|  0.6| -4.4| 0.0|Dinkelberg|14 18|
1987|01|08|19|24|20.5| 47.246156|   7.596649|    6.050| 2.60|DDR-NW0 |A|1|298| 62|-174|205| 85| -28|158| 23|255| 16| 1|  SS|-0.067|FM| 2.56|   7.7625e+12|KP198701081923   |198700043| 611963| 232816|1987/01/08|19:24:00.0| 47.255|   7.605|    6.0| 2.6|  4.2|  1.2|  0.0| 0.0|Guensberg|10 13|
1987|01|29|00|07|00.5| 47.426704|   9.288624|    5.393| 3.20|ABSRELOC|D|0| 10| 45| -54|144| 55|-121|357| 65|255|  6| 1|  ON|-0.628|FM| 3.01|   3.6728e+13|KP198701290006   |198700069| 739573| 254523|1987/01/29|00:07:00.0| 47.426|   9.287|    8.0| 3.2| 20.2|  0.1| -2.6| 0.0|Herisau|10|
1987|03|22|01|36|46.8| 46.222884|   7.920284|    6.994| 2.10|DDR-SE0 |D|0|311| 51| -47| 75| 55|-130|286| 58|192|  2| 1|  ON|-0.539|FM| 2.23|   2.4831e+12|KP198703220136   |198700131| 637162| 119162|1987/03/22|01:36:00.0| 46.192|   7.872|    4.0| 2.1| 18.9|  5.1|  3.0| 0.0|Stalden|15 20|
1987|04|11|03|14|39.8| 47.421946|   7.872952|    7.463| 3.30|DDR-NW0 |A|1|190| 76| -11|282| 79|-166|146| 18| 56|  2| 1|  SS|-0.122|FM| 3.09|   4.8417e+13|KP198704110314   |198700169| 632774| 252439|1987/04/11|03:14:00.0| 47.428|   7.870|    7.0| 3.4|  6.1|  0.7|  0.5|-0.1|Laeufelfingen|10 13|
